pose,Angulo,Desviacion_estandar,Factor_dev,Desviacion_estandar_f,Articulacion
1,23.96313578,21.47513038,0.7,15.03259127,right_shoulder_angles
1,137.0414311,0.835271906,15,12.52907859,right_hip_angles
1,77.72492104,9.471546178,1.5,14.20731927,right_knee_angles
2,28.39301942,19.98021619,0.7,13.98615133,right_shoulder_angles
2,109.9426969,10.31352911,15,154.7029367,right_hip_angles
2,77.83497013,8.286501645,1.5,12.42975247,right_knee_angles
3,23.96313578,21.47513038,0.7,15.03259127,right_shoulder_angles
3,137.0414311,0.835271906,15,12.52907859,right_hip_angles
3,77.72492104,9.471546178,1.5,14.20731927,right_knee_angles
